title,artwork_type,short_description,description,specifications,size,picture_url,artist_id:
Rizzi,Rahmen,"James Rizzi fand den Rahmen einst so nett, daß er ihn kaufen wollte","James Rizzi fand den Rahmen einst so nett, daß er ihn kaufen wollte","Holz, Kunstharzlack, Blattgold, Blattsilber",hbt: 85 x 80 x 6 cm,https://res.cloudinary.com/dvoduvlcz/image/upload/v1607452466/Uarte/01-Rizzi_j58aor.png,uarte.id
Untitled,Rahmen,,"des einen Leid, des anderen Freud´ - wer sich von der festen Basis entfernt, lebt gefährlich","Holz, Kunstharzlack, Geduld, Blattgold",hb: 135 x 76 cm,https://res.cloudinary.com/dvoduvlcz/image/upload/v1608731084/Uarte/02-Untitled_e2juwh.png,uarte.id
Gold,Rahmen,,"Salvadores Kartenspiel sah sich unterrepräsentiert - voilá! auch wenn gewisse Leute aus dem Vogelsberg meinen, daß links unten das sei eine Seifenschale, es ist keine!",Blattgold auf Holz,hbt: 114 x 77 x 10 cm,https://res.cloudinary.com/dvoduvlcz/image/upload/v1607439637/Uarte/03-Gold_gzk3oc.png,uarte.id
Four Seasons,Wandobjekt,,"wer möchte, kann nun die Jahreszeiten zu Hause nach Gutdünken arrangieren - auf den Herbst folgt der Frühling ... usw. ""4 seasons"" heißt das Ensemble",Kunstharzlack auf vier einzelnen Holzfeldern,jeweils 30x30 cm,https://res.cloudinary.com/dvoduvlcz/image/upload/v1608730989/Uarte/04-Seasons_hzs3gn.png,uarte.id
Numero: 1,Wandobjekt,"eindeutig mein Lieblingsstuhl, deshalb Numero: 1!","eindeutig mein Lieblingsstuhl, deshalb Numero: 1!","Intarsie, Kunstharzlack, auf Holz",hb: 65 x 61 cm,https://res.cloudinary.com/dvoduvlcz/image/upload/v1608731171/Uarte/05-Chair_1_o89eiv.png,uarte.id
Frame yellow,Rahmen,,gestiftet für wohltätige Zwecke. Gemälde von Manfred Grimm,"Holz, Kunstharzlack, Glas und Spiegel",,https://res.cloudinary.com/dvoduvlcz/image/upload/v1607697126/Uarte/07-Frame_Yellow_if7yxf.png,uarte.id
Central Park,Rahmen,,"Gewusel, Radusel, Chaotizismus trifft auf rechte Ecken","Holz, Acryllack","hb: 105 x 85 cm
",https://res.cloudinary.com/dvoduvlcz/image/upload/v1607697125/Uarte/08-Central_Park_ml7ao9.png,uarte.id
